,text,label
17392,"GLIMEPIRIDE, Tablet, BLOOD GLUCOSE LOWERING DRUG (SULFONYLUREAS)",Prescription Drug (RX)
17393,"Etoricoxib, Film-Coated Tablet, Selective COX-2 Inhibitor",Prescription Drug (RX)
17394,"Lamivudine, Film-coated Tablet, -",Prescription Drug (RX)
17395,"Rosuvastatin (as calcium), Film-Coated Tablet, Lipid Modifying Agent (HMG CoA Reductase 
Inhibitor)",Prescription (Rx) Drug
17396,"LOSARTAN POTASSIUM, Film-Coated Tablet, ANGIOTENSIN-2-RECEPTOR BLOCKER",Prescription Drug (RX)
17397,"Glimepiride, Tablet, -",Prescription Drug (RX)
17398,"Azithromycin (as dihydrate), Powder For Suspension, Antibacterial (Macrolide)",Prescription Drug (RX)
17399,"Trimetazidine dihydrochloride, Modified Release Tablet, Anti-Angina",Prescription Drug (RX)
17400,"Cefixime (as Trihydrate), Capsule, Antibacterial (Cephalosporin)",Prescription Drug (RX)
17401,"Atorvastatin (As Calcium), Film-Coated Tablet, Antihyperlipidemic",Prescription Drug (RX)
17402,"Gliclazide, Modified Release Tablet, Blood Glucose Lowering Drug (Sulfonylurea)",Prescription Drug (RX)
17403,"Multivitamins + Lysine + Zinc Wih Chlorella Extract (Orange flavor), Syrup, Multivitamins",Over-The-Counter (OTC)
17404,"Amoxicillin (As Trihydrate), Capsule, Antibacterial (Penicillin)",Prescription Drug (RX)
17405,"Isophane Insulin Human, Recombinant DNA, Suspension for Injection (SC), Intermediate-acting Insulin",Prescription Drug (RX)
17406,"Biphasic Isophane Insulin Human (Recombinant DNA Origin), Suspension for Injection (SC) (30% Regular Insulin Human/70% Isophane Insulin Human), Intermediate-Acting Insulin",Prescription Drug (RX)
17407,"Regular Insulin Human (rDNA Origin), Suspension for Injection (SC), Short Acting Insulin",Prescription Drug (RX)
17408,"Dl-Alpha Tocopheryl Acetate (Vitamin E), Soft Gelatin Capsule, -",Over-The-Counter (OTC)
17409,"Methyl Salicylate + Menthol + Camphor, Liniment, -",Household Remedy (HR)
17410,"Butamirate Citrate, Syrup, Antitussive",Over-the-Counter (OTC)
17411,"Butamirate Citrate, Sustained-Release Tablet, Antitussive",Over-the-Counter (OTC) Drug
17412,"Butamirate Citrate, Syrup, Antitussive",Over-the-Counter (OTC) Drug
17413,"Butamirate Citrate, Sustained-Release Tablet, Antitussives",Over-the-Counter (OTC)
17414,"Isoxsuprine Hydrochloride, Tablet, Tocolytic (Urine Relaxant)",Prescription Drug (RX)
17415,"Multivitamins, Tablet, Vitamins",Over-the-Counter (OTC)
17416,"Thiamine Mononitrate (Vit. B1) + Pyridoxine Hydrochloride (Vit. B6) + Cyanocobalamin (Vit. B12), Film Coated Tablet, Vitamins",Over-The-Counter (OTC)
17417,"Cefuroxime (as Axetil), Powder for Oral Suspension, Antibacterial",Prescription Drug (RX)
17418,"Cefuroxime (as axetil), Powder for Oral Suspension, Antibacterial (Cephalosporin)",Prescription Drug (RX)
17419,"Cefuroxime (as Axetil), Powder for Oral Suspension, Antibacterial",Prescription Drug (RX)
17420,"Amlodipine (as Besilate) / Losartan Potassium, Film-Coated Tablet, Calcium Channel Blocker/Angiotensin II Receptor Blocker",Prescription Drug (RX)
17421,"Amoxicillin (as Trihydrate), Capsule, Antibacterial (Penicillin)",Prescription Drug (RX)
17422,"Amlodipine (As Besilate), Tablet, -",Prescription Drug (RX)
17423,"Ascorbic Acid, Capsule, -",Over-The-Counter (OTC)
17424,"Salbutamol (as sulfate), Solution for Inhalation, -",Prescription Drug (RX)
17425,"Ascorbic Acid, Capsule, -",Over-the-Counter (OTC) Drug
17426,"Ascorbic Acid, Film-Coated Tablet, -",Over-The-Counter (OTC)
17427,"Aluminum Hydroxide + Magnesium, Tablet, Antacid",Prescription Drug (RX)
17428,"Methyl Salicylate + Camphor + Menthol, Liniment, -",Household Remedy (HR)
17429,"Amlodipine (As Besilate) + Atorvastatin (As Calcium), Film-Coated Tablet, -",Prescription Drug (RX)
17430,"Amlodipine (As Besilate) + Atorvastatin (As Calcium), Film-Coated Tablet, -",Prescription Drug (RX)
17431,"Medical Grade Oxygen, Na, -",Prescription Drug (RX)
17432,"Ascorbic Acid, Film-Coated Tablet, -",Over-The-Counter (OTC)
17433,"Citicoline (As Sodium), Capsule, -",Prescription Drug (RX)
17434,"Loperamide Hydrochloride, Capsule, -",Over-The-Counter (OTC)
17435,"Letrozole, Film-Coated Tablet, -",Prescription Drug (RX)
17436,"Capecitabine, Film-Coated Tablet, Antineoplastic",Prescription Drug (RX)
17437,"Naproxen Sodium, Tablet, Non-Steroidal Anti-Inflammatory Drug (NSAID)",Prescription Drug (RX)
17438,"Bisoprolol Fumarate + Perindopril Arginine, Film-Coated Tablet, Angiotensin-Converting Enzyme (ACE) Inhibitor-Beta Blocker Combination",Prescription Drug (Rx)
17439,"Bisoprolol Fumarate + Perindopril Arginine, Film-Coated Tablet, -",Prescription Drug (Rx)
17440,"Loratadine, Tablet, Antihistamine",Over-The-Counter (OTC)
17441,"Acetylcysteine, Powder For Oral Solution, Mucolytics",Prescription Drug (Rx)
17442,"Loperamide Hydrochloride, Capsule, Antimotility",Over-the-Counter (OTC)
17443,"Clotrimazole, Topical Cream, Antifungal",Over-The-Counter (OTC)
17444,"Carmellose Sodium, Ophthalmic Solution, -",Over-the-Counter (OTC)
17445,"Etoricoxib, Film-Coated Tablet, -",Prescription Drug (RX)
17446,"Folic Acid, Capsule, -",Prescription Drug (RX)
17447,"Azithromycin (As Dihydrate), Film-Coated Tablet, -",Prescription Drug (RX)
17448,"Azithromycin (As Dihydrate), Film-Coated Tablet, -",Prescription Drug (RX)
17449,"Azithromycin (As Dihydrate), Film-Coated Tablet, -",Prescription Drug (RX)
17450,"Methyldopa (As Sesquihydrate), Film-Coated Tablet, -",Prescription Drug (RX)
17451,"Bortezomib, Powder for Solution for Injection (IV/SC), Antineoplastic",Prescription Drug (Rx)
17452,"Ampicillin (as sodium) + Sulbactam (as sodium), Powder For Injection (IM/IV), Antibacterial (Penicillin)",Prescription Drug (RX)
17453,"Clopidogrel (as bisulfate), Film-Coated Tablet, Antithrombotic",Prescription Drug (RX)
17454,"Cotrimoxazole, Tablet, -",Prescription Drug (RX)
17455,"Levofloxacin, Solution For Iv Infusion, -",Prescription Drug (Rx)
17456,"Bilastine, Orodispersible Tablet, Antihistamine",Prescription (Rx) Drug
17457,"Phenylpropanolamine Hydrochloride + Chlorphenamine Maleate + Ibuprofen, Capsule, -",Over-The-Counter (OTC)
17458,"Rosuvastatin (As Calcium), Film Coated Tablet, -",Prescription Drug (RX)
17459,"Rosuvastatin (As Calcium), Film Coated Tablet, -",Prescription Drug (RX)
17460,"Trimetazdine Hydrochloride, Modified-Release Tablet, Anti-angina",Prescription Drug (RX)
17461,"Levothyroxine Sodium, Tablet, Thyroid Hormone Replacement",Prescription Drug (RX)
17462,"Levothyroxine Sodium, Tablet, Thyroid Hormone Replacement",Prescription Drug (RX)
17463,"Methyl Salicylate + Camphor + Menthol + Eucalyptol, Liniment, Counterirritant",Household Remedy (HR)
17464,"Multivitamins + Minerals, Softgel Capsule, -",Over-The-Counter (OTC)
17465,"Clonidine Hydrochloride, Tablet, -",Prescription Drug (RX)
17466,"Sultamicillin (As Tosylate), Film-Coated Tablet, -",Prescription Drug (RX)
17467,"Medical Grade Oxygen, None, -",Prescription Drug (RX)
17468,"Ketoconazole, Cream, -",Prescription Drug (RX)
17469,"Inosiplex, Tablet, Direct Acting Antiviral",Prescription Drug (RX)
17470,"Medical Grade Oxygen, None, -",Prescription Drug (RX)
17471,"Vitex Negundo L. (Lagundi Leaf), Syrup (Strawberry Flavor), Herbal Medicines (Anticough/Antiasthma)",Household Remedy (HR)
17472,"Ciprofloxacin (as Hydrochloride), Otic Solution(Ear Drops Solution), -",Prescription Drug (RX)
17474,"Leuprorelin Acetate, Lyophilized Powder For Injection (IM/SC Use only for once a Month), Gonadotropin-Releasing Hormone Analogue",Prescription Drug (RX)
17475,"Gemcitabine (As Hydrochloride), Powder For Solution For I.V. Infusion, -",Prescription Drug (RX)
17476,"Enoxaparin Sodium, Solution For Injection (Sc), -",Prescription Drug (RX)
17477,"Omeprazole (As Sodium), Lyophilized Powder For IV Injection, -",Prescription Drug (RX)
17478,"Bacillus Calmette-Guerin (BCG) Vaccine, Lyophilized Powder for Injection (ID), -",Prescription Drug (RX)
17479,"Olmesartan Medoxomil, Film-Coated Tablet, Angiotensin II Antagonist",Prescription Drug (RX)
17480,"Oseltamivir (As Phosphate), Capsule, -",Prescription Drug (RX)
17481,"Doxofylline, Tablet, -",Prescription Drug (RX)
17482,"Olanzapine, Orodispersible Tablet, Antipsychotic",Prescription Drug (RX)
17483,"Telmisartan, Tablet, Angiotensin II Receptor Blocker",Prescription Drug (RX)
17484,"Cholecalciferol, Tablet, Vitamin",Over-the-Counter (OTC) Drug
17485,"Fusidic Acid, Cream, Antibiotics for Topical Use (Antibacterial)",Over-the-Counter (OTC)
17486,"Fusidic Acid, Cream, Antibiotics for Topical Use (Antibacterial)",Over-The-Counter (OTC)
17487,"Calcium + Cholecalciferol (Vitamin D3), Tablet, Vitamins/Minerals",Over-The-Counter (OTC)
17488,"Ascorbic Acid + Zinc + Vitamin D3, Capsule, -",Over-The-Counter (OTC)
17489,"Amlodipine (As Besilate), Film-Coated Tablet, -",Prescription Drug (RX)
17490,"Hydrocortisone (as sodium succinate), Powder for Injection (IM/IV), Corticosteroids",Prescription Drug (RX)
17491,"Azithromycin (as Dihydrate), Film Coated Tablet, Antibacterial (Macrolide)",Prescription Drug (RX)
17492,"Iron (As Ferric Hydroxide Sucrose Complex), Solution For Injection (IV), Hematinic",Prescription Drug (RX)
17493,"Piperacillin (As Sodium) + Tazobactam(As Sodium), Powder For Injection (IV Infusion), Penicillins",Prescription Drug (RX)
17494,"Cefuroxime (As Sodium), Powder For Injection (I.V/I.M), Antibacterial (Cephalosporin)",Prescription Drug (RX)
17495,"Cefuroxime (As Sodium), Powder For Injection (I.V/I.M), Antibacterial (Cephalosporin)",Prescription Drug (RX)
17496,"Povidone Iodine, Gargle Solution, -",Prescription Drug (RX)
17497,"Dobutamine (As Hydrochloride), Solution for IV Infusion, Adrenergic Agent",Prescription Drug (RX)
17498,"Furosemide, Solution For Injection (I.M/I.V), Diuretic",Prescription Drug (RX)
17499,"Amoxicillin (As Trihydrate), Powder For Suspension, ANTIBACTERIAL (PENICILLIN)",Prescription Drug (RX)
17500,"FOLIC ACID, Capsule, ANTI-ANEMIC",Prescription Drug (RX)
17501,"Hydrocortisone (As Sodium Succinate), Powder For Injection (I.M/I.V.), Corticosteroids",Prescription Drug (RX)
17502,"Pantoprazole (as Sodium), Powder For IV Injection, Proton Pump Inhibitor",Prescription Drug (RX)
17503,"Ciprofloxacin, Solution For I.V. Infusion, Antibacterial",Prescription Drug (RX)
17504,"Multivitamins + Buclizine Hydrochloride + Iron (As Ferrous Sulfate), Capsule, Vitamins and Minerals",Prescription Drug (RX)
17505,"Etoricoxib, Film-Coated Tablet, Non-Steroidal Anti-Inflammatory Drug/NSAID (Coxib)",Prescription Drug (RX)
17506,"Betahistine Hydrochloride, Film-Coated Tablet, Anti-Vertigo",Prescription Drug (RX)
17507,"Etoricoxib, Film-Coated Tablet, -",Prescription Drug (RX)
17508,"Dexamethasone + Neomycin (As Sulfate) + Polymyxin-B Sulfate, Suspension, Corticosteroid / Anti-Infective",Prescription Drug (Rx)
17509,"Piperacillin (as Sodium) + Tazobactam (as Sodium), Powder for Injection (I.M/I.V.), Antibacterial (Penicillin)",Prescription Drug (RX)
17510,"Piperacillin (as sodium) + Tazobactam (as sodium), Powder for Injection (I.M/I.V.), Antibacterial (Penicillin)",Prescription Drug (RX)
17511,"Acetylcysteine, Powder for Oral Suspension, Mucolytic",Prescription Drug (RX)
17512,"Pregabalin, Capsule, Antiepileptic",Prescription Drug (RX)
17513,"Pregabalin, Capsule, Antiepileptic",Prescription Drug (RX)
17514,"Paclitaxel, Solution For Iv Infusion, Antineoplastics (Cell Cycle-Specific Agent",Prescription Drug (RX)
17515,"Paclitaxel, Solution for Injection (Iv Infusion), Antineoplastic (Cell Cycle-Specific Agent)",Prescription Drug (RX)
17516,"Parecoxib (As sodium), Lyophilized Powder For Injection (IM/IV), -",Prescription Drug (RX)
17517,"Atorvastatin (As Calcium), Film-Coated Tablet, -",Prescription Drug (RX)
17518,"Atorvastatin (as calcium), Film-Coated Tablet, HMG COA Reductase Inhibitor",Prescription Drug (RX)
17519,"Salbutamol (As Sulfate), Solution for Inhalation, BRONCHODILATOR",Prescription Drug (RX)
17520,"Ascorbic Acid, Syrup, Vitamin",Household Remedy (HR)
17521,"Clopidogrel (as Bisulfate), Capsule, Antithrombotic",Prescription Drug (RX)
17522,"Etoricoxib, Film-Coated Tablet, Selective COX-2 Inhibitor",Prescription Drug (RX)
17523,"Gemcitabine (As Hydrochloride), Lyophilized Powder for Injection(I.V. Infusion), -",Prescription Drug (RX)
17524,"Furosemide, Tablet, -",Prescription Drug (RX)
17525,"Gemcitabine (As Hydrochloride), Lyophilized Powder for Injection (IV Infusion), -",Prescription Drug (RX)
17526,"Ondansetron (as Hydrochloride), Solution for Injection (IM/IV), Antiemetic",Prescription Drug (RX)
17527,"Mupirocin, Ointment, Antibacterial",Prescription Drug (Rx)
17528,"Domperidone (As Maleate), Film-Coated Tablet, Gastrokinetics (Propulsives)",Prescription Drug (RX)
17529,"Amoxicillin (As Trihydrate), Powder For Suspension (Oral Drops), ANIBACTERIAL (PENICILLIN)",Prescription Drug (RX)
17530,"Levothyroxine Sodium, Tablet, Thyroid Hormone Replacement",Prescription Drug (RX)
17531,"Hydrocortisone (as Acetate), Topical Cream, Anti-Inflammatory/ Antipruritic",Prescription Drug (Rx)
17532,"Cinnarizine, Tablet, Antivertigo",Prescription Drug (RX)
17533,"Escitalopram (as oxalate), Film-Coated Tablet, Antidepressant (Selective Serotonin Reuptake Inhibitor)",Prescription Drug (Rx)
17534,"Guiafenesin, Softgel Capsule, Expectorant",Over-the-Counter (OTC)
17535,"Phytomenadione, Solution for Injection (1.M./I.V.), -",Prescription Drug (Rx)
17536,"Amlodipine (As Besilate) + Olmesartan Medoxomil, Film-Coated Tablet, Angiotensin II receptor blockers (ARBs) and Calcium Channel Blocker",Prescription Drug (RX)
17537,"Amlodipine (As Besilate) + Olmesartan Medoxomil, Film-Coated Tablet, Angiotensin II receptor blockers (ARBs) and Calcium Channel Blocker",Prescription Drug (RX)
17538,"Amlodipine (As Besilate) + Olmesartan Medoxomil, Film-Coated Tablet, Angiotensin II receptor blockers (ARBs) and Calcium Channel Blocker",Prescription Drug (RX)
17539,"Sodium Alginate + Sodium Bicarbonate + Calcium 
Carbonate, Suspension 
(Peppermint Flavor), -",Over-the-Counter (OTC) Drug
17540,"Terbinafine Hydrochloride, Cream, -",Over-the-Counter (OTC) Drug
17541,"Rosuvastatin (As Calcium), Tablet, Lipid Modifying Agent (HMG COA Reductase 
Inhibitor)",Prescription Drug (RX)
17542,"Metronidazole, Tablet, Antiprotozoal",Prescription Drug (RX)
17543,"Atracurium besilate, Solution For Injection (Iv), Muscle Relaxant",Prescription Drug (RX)
17544,"Methyl Salicylate + Menthol + Camphor, Ointment, Counterirritant",Household Remedy (HR)
17545,"Azithromycin (as dihydrate), Tablet, Antibacterial (Macrolide)",Prescription Drug (Rx)
17546,"Cefixime (as trihydrate), Powder For Suspension, Antibacterial (Cephalosporin)",Prescription Drug (Rx)
17547,"Sitagliptin (as phosphate), Film-Coated Tablet, Dipeptidyl Peptidase 4 (DPP-4) Inhibitor",Prescription Drug (RX)
17548,"Sitagliptin (as phosphate), Film-Coated Tablet, Dipeptidyl Peptidase 4 (DPP-4) Inhibitor",Prescription Drug (RX)
17549,"Trimetazidine dihydrochloride, Modified-Release Tablet, Anti-Angina",Prescription Drug (RX)
17550,"Diltiazem Hydrochloride, Film-Coated Tablet, -",Prescription Drug (RX)
17551,"Levofloxacin, Film-Coated Tablet, -",Prescription Drug (RX)
17552,"Ascorbic Acid + Zinc, Capsule, -",Over-The-Counter (OTC) Drug
17553,"Diosmin + Hesperidin, Film-Coated Tablet, -",Over-the-Counter (OTC)
17554,"dl-Alpha Tocopheryl Acetate (Vitamin E), Softgel Capsule, -",Over-the-Counter (OTC) Drug
17555,"Menthol + Camphor + Eucalyptus Oil, Liniment, -",Household Remedy (HR)
17556,"d-Alpha Tocopherol (Vitamin E) + Lecithin, Softgel Capsule, -",Over-the-Counter (OTC)
17557,"Thiamine Mononitrate (Vitamin B1) + Pyridoxine Hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12), Tablet, -",Over-the-Counter (OTC) Drug
17558,"Methyl Salicylate + Menthol + Camphor, Liniment, -",Household Remedy (HR)
17559,"Ascorbic Acid, Capsule, -",Over-The-Counter (OTC) Drug
17560,"Ascorbic acid + Zinc, Capsule, -",Over-The-Counter (OTC) Drug
17561,"Ascorbic Acid+ Zinc + Cholecalciferol (Vitamin D3), Capsule, -",Over-the-Counter (OTC)
17562,"Zinc (As Zinc Gluconate), Chewable Tablet, -",Over-the-Counter (OTC) Drug
17563,"Lincomycin Hydrochloride + Gentamicin Sulfate + 
Bromhexine Hydrochloride (Vet.), Solution for Injection (IM), -",Prescription Drug (RX)
17564,"Ascorbic Acid + Cholecalciferol (Vitamin D3 + Zinc, Capsule, -",Over-the-Counter (OTC) Drug
17565,"Omeprazole(As Sodium), Powder For Solution For Injection (I.V), Proton Pump Inhibitor",Prescription Drug (RX)
17566,"Salbutamol (As Sulfate), Suspension Metered Dose Inhaler, -",Prescription Drug (RX)
17567,"Trimetazidine Dihydrochloride, Modified Release Tablet, -",Prescription Drug (RX)
17568,"Lamotrigine, Tablet, Anticonvulsant",Prescription Drug (RX)
17569,"Telmisartan + Hydrochlorothiazide, Tablet, Angiotensin II Receptor Blocker + Diuretic",Prescription Drug (RX)
17570,"LOSARTAN POTASSIUM, Film coated Tablet, ANGIOTENSIN-2-RECEPTOR BLOCKER",Prescription Drug (RX)
17571,"Ascobic Acid + Zinc, Capsule, -",Over-the-Counter (OTC)
17572,"Multivitamins + Iron, Capsule, -",Over-the-Counter (OTC) Drug
17573,"Cholecalciferol (Vitamin D3), Capsule, -",Over-the-Counter (OTC) Drug
17574,"Ascorbic Acid + Zinc, Capsule, -",Over-the-Counter (OTC) Drug
17575,"Cetirizine Hydrochloride, Tablet, Antihistamines for systemic use (Piperazine derivatives)",Over-the-Counter (OTC)
17576,"Cloxacillin (As Sodium), Capsule, Antibacterial (Penicillin)",Prescription Drug (RX)
17577,"Cyclophosphamide, Powder For Injection (I.V.), Antineoplastic (Cell Cycle-Nonspecific Agent)",Prescription Drug (RX)
17578,"Cyclophosphamide (as monohydrate), Powder For Injection (I.V.), Cell Cycle-Nonspecific Agent",Prescription Drug (RX)
17579,"Sultamicillin (As Tosilate dihydrate), Film-Coated Tablet, -",Prescription Drug (RX)
17580,"Valsartan, Film-Coated Tablet, Angiotensin II Receptor Blocker",Prescription Drug (RX)
17581,"Ceftriaxone (as sodium), Powder For Injection (IM/IV), -",Prescription Drug (RX)
17582,"Ceftriaxone (as Sodium), Powder For Injection (IM/IV), Antibacterial (Cephalosporin)",Prescription Drug (RX)
17583,"Capecitabine, Film-Coated Tablet, Antineoplastic Agent (Pyrimidine Analogue)",Prescription Drug (RX)
17584,"Tetracycline Hydrochloride, Capsule, Antibacterial",Prescription Drug (RX)
17585,"Tetracycline Hydrochloride, Capsule, Antibacterial",Prescription Drug (RX)
17586,"Piperacillin (as sodium) + Tazobactam (as sodium), Powder for Injection (I.V.), Antibacterial (Penicillin/Beta-lactamase Inhibitor)",Prescription Drug (RX)
17587,"Levofloxacin (As Hemihydrate), Film-Coated Tablet, Antibacterial (Fluoroquinolone)",Prescription Drug (RX)
17588,"Levofloxacin (As Hemihydrate), Film-Coated Tablet, -",Prescription Drug (RX)
17589,"Halobetasol Propionate, Topical Ointment, -",Prescription Drug (RX)
17590,"Clindamycin (as phosphate) + Adapalene, Topical Gel, -",Prescription Drug (RX)
17591,"Potassium Citrate, Extended-Release Tablet, -",Prescription Drug (RX)
17592,"Omeprazole (As Sodium), Powder for Injection (IV), Proton Pump (H+K+ATPase) Inhibitor",Prescription Drug (RX)
17593,"Sodium Valproate + Valproic Acid, Controlled Release Tablet, -",Prescription Drug (RX)
17594,"Ascorbic Acid + Zinc, Capsule, Vitamin / Mineral",Over-the-Counter (OTC)
17595,"Dobutamine (As Hydrochloride), Solution for Injection (I.M./I.V.), -",Prescription Drug (RX)
17596,"Guaifenesin + Salbutamol (as sulfate), Capsule, -",Prescription Drug (RX)
17597,"Clonidine hydrochloride, Solution for Injection (IV), Alpha-2-Adrenoceptor Agonist",Prescription Drug (RX)
17598,"Dexamethasone (as sodium phosphate), Solution for Injection (IM/IV), Corticosteroid",Prescription Drug (RX)
17599,"Furosemide, Tablet, Diuretic",Prescription Drug (Rx)
17600,"Piroxicam, Capsule, Non Steroidal Anti-Inflammatory Drug (NSAID)",Prescription Drug (Rx)
17601,"Clopidogrel (As Bisulfate), Film-Coated Tablet, Antithrombotic",Prescription Drug (RX)
17602,"Piroxicam, Capsule, Non-Steroidal Anti-Inflammatory Drug (NSAID) (Oxicam)",Prescription Drug (RX)
17603,"Mefenamic Acid, Tablet, NON-STEROIDAL ANTI-INFLAMMATORY DRUG (NSAID)",Prescription Drug (RX)
17604,"Trimetazidine Hydrochloride, Modified Release Tablet, Anti-Angina",Prescription Drug (RX)
17605,"Atorvastatin (as Calcium), Film-Coated Tablet, Lipid Modifying Agent (HMG CoA Reductase Inhibitor)",Prescription Drug (RX)
17606,"Fluorouracil, Injection for Injection (Iv), Antineoplastic (Cell cycle-specific agent)",Prescription Drug (RX)
17607,"Ascorbic Acid, Tablet, Vitamin",Household Remedy (HR)
17608,"Atorvastatin (as calcium), Film-Coated Tablet, HMG CoA Reductase Inhibitors",Prescription Drug (RX)
17609,"Methylergometrine Maleate, Solution For Injection (IM/IV), Oxytocic",Prescription Drug (RX)
17610,"Buclizine Hydrohloride + Vitamin B-Complex + Iron, Capsule, Vitamins and Mineral",Over-the-Counter (OTC)
17611,"Hydrocortisone (as sodium succinate), Powder for Injection (I.M./I.V.), Corticosteroid",Prescription Drug (RX)
17612,"Clopidogrel (As Bisulfate), Film-Coated Tablet, Antithrombotic / Antiplatelet",Prescription Drug (RX)
17613,"Aluminum Hydroxide + Magnesium Hydroxide + Simethicone, Chewable Tablet, -",Over-the-Counter (OTC) Drug
17614,"Multivitamins + Minerals, Film Coated Tablet, -",Over-the-Counter (OTC) Drug
17615,"Bisacodyl, Enteric-Coated Tablet, -",Over-the-Counter (OTC)
17616,"Losartan Potassium, Film-Coated Tablet, Angiotensin II Receptor Blocker",Prescription Drug (RX)
17617,"Rosuvastatin (as Calcium), Film-Coated Tablet, Antihypercholesterolemia/ Antidyslipidaemia",Prescription Drug (RX)
17618,"Paracetamol, Solution for Intravenous Infusion, Analgesic/Antipyretic",Prescription Drug (RX)
17619,"Cisplatin, Solution for Injection (IV), Antineoplastic",Prescription Drug (RX)
17620,"Doxorubicin Hydrochloride, Lyopjilized Powder for Injection (IV), -",Prescription Drug (RX)
17621,"Doxorubicin (as Hydrochloride), Lyophilized Powder for Injection (IV), -",Prescription Drug (RX)
17622,"Diphenyhydramine Hydrochloride, Capsule, Antihistamine for systemic use (Aminoalkyl ethers)",Prescription Drug (RX)
17623,"Gemcitabine (as Hydrochloride), Lyophilized Powder For Injection (I.V), Antineoplastic",Prescription Drug (RX)
17624,"Omeprazole, Delayed-Release Capsule, Proton Pump Inhibitor",Prescription Drug (RX)
17625,"Cefuroxime (As Sodium), Powder For Injection (IM/IV), ANTIBACTERIAL (CEPHALOSPORIN)",Prescription Drug (RX)
17626,"Betahistine hydrochloride, Tablet, Anti-vertigo",Prescription Drug (RX)
17627,"Telmisartan + Hydrochlorothiazide, Tablet, -",Prescription Drug (RX)
17628,"Meropenem (As Trihydrate), Powder for Injection (IV), -",Prescription Drug (RX)
17629,"Cilostazol, Tablet, Antiplatelet",Prescription Drug (RX)
17630,"S-Amlodipine (as besilate), Tablet, Calcium Channel Blocker",Prescription Drug (RX)
17631,"Salmeterol (As Xinafoate) + Fluticasone Propionate, Metered Dose Inhaler (CFC Free) (120 doses), Anti-asthma",Prescription Drug (RX)
17632,"Salbutamol(as Sulfate), Metered Dose Inhaler (CFC Free) (200 doses), Anti-asthma",Prescription Drug (RX)
17633,"Salmeterol (As Xinafoate) + Fluticasone Propionate, Metered Dose Inhaler (CFC Free) (120 doses), Anti-asthma",Prescription Drug (RX)
17634,"Meropenem (as trihydrate), Powder For Injection (I.V.), Antibacterial (Carbapenem)",Prescription Drug (RX)
17635,"Meropenem (As Trihydrate), Powder For Injection (I.V.), Antibacterial (Carbapenem)",Prescription Drug (RX)
17636,"Mycophenolate Mofetil, Capsule, -",Prescription Drug (RX)
17637,"Ascorbic Acid (As Calcium Ascorbate), Capsule (Equivalent to 726.39mg Calcium Ascorbate), -",Over-the-Counter (OTC) Drug
17638,"Ascorbic Acid, Chewable Tablet, -",Over-the-Counter (OTC)
17639,"Cholecalciferol (Vitamin D3), Film-Coated Tablet, -",Over-the-Counter (OTC)
17640,"Fenofibrate, Tablet, Lipid Modifying Agent (Fibrate)",Prescription Drug (RX)
17641,"Irbesartan, Tablet, Angiotensin-2-Receptor Blockers (ARBs)",Prescription Drug (RX)
17642,"Irbesartan, Tablet, Angiotensin II Receptor Blocker",Prescription Drug (RX)
17643,"Ambroxol Hydrochloride, Sustained-Release Capsule, Mucolytic",Over-the-Counter (OTC)
17644,"Ascorbic Acid + Cholecalciferol (Vit. D3) + Zinc, Capsule, -",Over-the-Counter (OTC)
17645,"Ascorbic Acid + Cholecalciferol (Vitamin D3) + Zinc, Capsule, -",Over-the-Counter (OTC)
17646,"Clarithromycin, Film-Coated Tablet, -",Prescription Drug (RX)
17647,"Ascorbic Acid + Zinc, Capsule, -",Over-the-Counter (OTC)
17648,"Ascorbic Acid + Cholecalciferol (Vitamin D3) + Zinc, Capsule, -",Over-the-Counter (OTC)
17649,"Ascorbic Acid (As Calcium Ascorbate) + Zinc (As Zinc Gluconate), Capsule, -",Over-the-Counter (OTC)
17650,"Minoxidil, Topical Solution, -",Over-the-Counter (OTC)
17651,"Levocetirizine Hydrochloride, Syrup, -",Prescription Drug (RX)
17652,"Loratadine, Chewable Tablet, -",Over-the-Counter (OTC) Drug
17653,"Clopidogrel, Film-Coated Tablet, -",Prescription Drug (RX)
17654,"Methyl Salicylate + Menthol + Camphor, Liniment, -",Household Remedy (HR)
17655,"Fenofibrate, Capsule, Hypertriglyceridemia",Prescription Drug (RX)
17656,"Fenofibrate, Capsule, Lipid Modifying Agent (Fibrates)",Prescription Drug (RX)
17657,"Ceftriaxone (As Sodium), Powder for Injection (IM/IV), Antibacterial",Prescription Drug (RX)
17658,"Amlodipine (As Besilate) + Losartan Potassium, Film-Coated Tablet, -",Prescription Drug (RX)
17659,"Carbocisteine, Suspension (Oral Drops) (Tutti-Frutti Flavor), -",Over-the-Counter (OTC)
17660,"Carbocisteine, Suspension (Tutti-Frutti Flavor), -",Over-the-Counter (OTC)
17661,"Carbocisteine, Syrup (Orange Flavor), -",Over-the-Counter (OTC)
17662,"Norepinephrine (as bitartrate), Solution for Injection (IV), -",Prescription Drug (RX)
17663,"Medroxyprogesterone Acetate, Tablet, Progesterone",Prescription Drug (RX)
17664,"Bromhexine Hydrochloride, Capsule, -",Over-the-Counter (OTC)
17665,"Bromhexine Hydrochloride, Capsule, -",Over-the-Counter (OTC)
17666,"Ascorbic Acid + Zinc, Capsule, -",Over-the-Counter (OTC) Drug
