text,entities,lang
"Matud sa uban, lisod mo-dumi kun mokaon og Acyclovir.","[(43, 52, 'DRUG'), (15, 28, 'ADE')]",cebuano
"Tungod sa Colecalciferol (Vitamin D3), gibati nako ang namaga.","[(10, 37, 'DRUG'), (55, 61, 'ADE')]",cebuano
Si mama nabati og nasakit ang kalamnan pagkahuman mo-inom og Nicotine.,"[(61, 69, 'DRUG'), (18, 38, 'ADE')]",cebuano
"Pagkahuman nako gamit ang SEBO DE MACHO, nagsugod ko og bati og dili katulog.","[(26, 39, 'DRUG'), (64, 76, 'ADE')]",cebuano
Kasagara sa pasyente mogawas og kusog ang tibok sa kasingkasing pagkahuman sa Ferrous sulfate + Folic acid.,"[(78, 106, 'DRUG'), (32, 63, 'ADE')]",cebuano
Ang namaga akong gibati human ko gi-injectionan og Multivitamins + Iron (see reverse).,"[(51, 85, 'DRUG'), (4, 10, 'ADE')]",cebuano
"Pagkahuman sa tambal nga Eucalyptus Oil + Menthol + Methyl Salicylate + 
Camphor, permi kong kulang sa ginhawa.","[(25, 81, 'DRUG'), (94, 111, 'ADE')]",cebuano
Ang nahubas ang baba akong gibati human ko gi-injectionan og Aprepitant.,"[(61, 71, 'DRUG'), (4, 20, 'ADE')]",cebuano
Si mama nabati og nasakit ang ulo pagkahuman mo-inom og Inosiplex.,"[(56, 65, 'DRUG'), (18, 33, 'ADE')]",cebuano
Ang nag-ubo og hilanat usa sa epekto sa Isoconazole Nitrate + Diflucortolone Valerate.,"[(40, 85, 'DRUG'), (4, 22, 'ADE')]",cebuano
"Tungod sa Rocuronium bromide, gibati nako ang kusog ang tibok sa kasingkasing.","[(10, 28, 'DRUG'), (46, 77, 'ADE')]",cebuano
"Nabati nako ang nasakit ang kalamnan pagkahuman nako inom sa Pneumococcal Polysaccharide Conjugate Vaccine 
(Adsorbed) (10-valent).","[(61, 130, 'DRUG'), (16, 36, 'ADE')]",cebuano
"Pagkahuman sa tambal nga Paracetamol + Vitamin B-Complex, permi kong nahilo.","[(25, 56, 'DRUG'), (69, 75, 'ADE')]",cebuano
Na-experiensyahan nako ang malipong ang panan-aw pagkahuman sa Multivitamins +Minerals.,"[(63, 86, 'DRUG'), (27, 48, 'ADE')]",cebuano
"Pagkahuman sa tambal nga Plerixafor, permi kong naglugas.","[(25, 35, 'DRUG'), (48, 56, 'ADE')]",cebuano
Si mama nabati og nagsuka pagkahuman mo-inom og Paracetamol+Phenylpropanolamine Hydrochloride+Chlorphenamine Maleate.,"[(48, 116, 'DRUG'), (18, 25, 'ADE')]",cebuano
"Tungod sa Sojourn, gibati nako ang gipang-lamig.","[(10, 17, 'DRUG'), (35, 47, 'ADE')]",cebuano
Ang gipang-lamig usa sa epekto sa Lidocaine + Benzethonium Chloride.,"[(34, 67, 'DRUG'), (4, 16, 'ADE')]",cebuano
"Si mama nabati og nahilo pagkahuman mo-inom og Losartan potassium + Rosuvastatin (as calcium) + 
Amlodipine (as camsilate).","[(47, 122, 'DRUG'), (18, 24, 'ADE')]",cebuano
"Matud sa uban, nag-ubo og hilanat kun mokaon og A.N.B. Solution of Dextrose in Normal Saline.","[(48, 92, 'DRUG'), (15, 33, 'ADE')]",cebuano
Ang nagka-pantal akong gibati human ko gi-injectionan og Imatinib (as Mesilate).,"[(57, 79, 'DRUG'), (4, 16, 'ADE')]",cebuano
Nabati nako ang dili katulog pagkahuman nako inom sa Ascorbic Acid + Cholecalciferol (Vitamin D3 + Zinc.,"[(53, 103, 'DRUG'), (16, 28, 'ADE')]",cebuano
"Pagkahuman nako gamit ang Bupivacaine Hydrochloride In 8% Dextrose, nagsugod ko og bati og nahubas ang baba.","[(26, 66, 'DRUG'), (91, 107, 'ADE')]",cebuano
"Pagkahuman sa tambal nga Chloramphenicol (As Palmimate), permi kong nagka-pantal.","[(25, 55, 'DRUG'), (68, 80, 'ADE')]",cebuano
Ang dili katulog usa sa epekto sa Oxycodone hydrochloride.,"[(34, 57, 'DRUG'), (4, 16, 'ADE')]",cebuano
Nabati nako ang nahilo pagkahuman nako inom sa Lactulose Solution.,"[(47, 65, 'DRUG'), (16, 22, 'ADE')]",cebuano
"Pagkahuman nako gamit ang Meropenem (as Trihydrate), nagsugod ko og bati og kulang sa ginhawa.","[(26, 51, 'DRUG'), (76, 93, 'ADE')]",cebuano
"Pagkahuman sa tambal nga Cloxacillin (as Sodium), permi kong namaga.","[(25, 48, 'DRUG'), (61, 67, 'ADE')]",cebuano
Na-experiensyahan nako ang kulang sa ginhawa pagkahuman sa Botulinum Toxin Type A.,"[(59, 81, 'DRUG'), (27, 44, 'ADE')]",cebuano
Na-experiensyahan nako ang gipang-lamig pagkahuman sa Rosuvastatin (as Calcium).,"[(54, 79, 'DRUG'), (27, 39, 'ADE')]",cebuano
"Pagkahuman sa tambal nga Polymyxin B Sulfate + Neomycin Sulfate + Dexamethasone (as Sodium Phosphate), permi kong nagsuka.","[(25, 101, 'DRUG'), (114, 121, 'ADE')]",cebuano
"Matud sa uban, gipang-lamig kun mokaon og Levofloxacin.","[(42, 54, 'DRUG'), (15, 27, 'ADE')]",cebuano
Ang lisod mo-dumi usa sa epekto sa Montelukast(as sodium).,"[(35, 57, 'DRUG'), (4, 17, 'ADE')]",cebuano
Ang gigakapoy usa sa epekto sa Isoxsuprine hydrochloride..,"[(31, 57, 'DRUG'), (4, 13, 'ADE')]",cebuano
"Tungod sa Tenofovir Alefenamide (As Fumarate), gibati nako ang namaga.","[(10, 45, 'DRUG'), (63, 69, 'ADE')]",cebuano
Nabati nako ang gigakapoy pagkahuman nako inom sa Clindamycin (as Phosphate).,"[(50, 76, 'DRUG'), (16, 25, 'ADE')]",cebuano
Si mama nabati og kulang sa ginhawa pagkahuman mo-inom og Colistin (Vet.).,"[(58, 73, 'DRUG'), (18, 35, 'ADE')]",cebuano
Ang gigakapoy usa sa epekto sa Montelukast (as Sodium) + Levocetirizine Hydrochloride.,"[(31, 85, 'DRUG'), (4, 13, 'ADE')]",cebuano
"Tungod sa Ascorbic Acid + Zinc+ Cholecalciferol (Vitamiu D3), gibati nako ang kulang sa ginhawa.","[(10, 60, 'DRUG'), (78, 95, 'ADE')]",cebuano
Nabati nako ang nahilo pagkahuman nako inom sa Clindamycin Phosphate + Tretinoin.,"[(47, 80, 'DRUG'), (16, 22, 'ADE')]",cebuano
"Matud sa uban, kulang sa ginhawa kun mokaon og Esomeprazole (Magnesium Trihydrate).","[(47, 82, 'DRUG'), (15, 32, 'ADE')]",cebuano
"Kasagara sa pasyente mogawas og kusog ang tibok sa kasingkasing pagkahuman sa 2, 4- Dichlorobenzyl Alcohol + Amylmetacresol.","[(78, 123, 'DRUG'), (32, 63, 'ADE')]",cebuano
Ang nag-ubo og hilanat usa sa epekto sa Dequalinium Chloride (For Export Only).,"[(40, 78, 'DRUG'), (4, 22, 'ADE')]",cebuano
Kasagara sa pasyente mogawas og nagkurog pagkahuman sa Urofollitropin.,"[(55, 69, 'DRUG'), (32, 40, 'ADE')]",cebuano
"Matud sa uban, gipang-lamig kun mokaon og Tioconazole+Tinidazole.","[(42, 64, 'DRUG'), (15, 27, 'ADE')]",cebuano
Si mama nabati og nagkurog pagkahuman mo-inom og Fimasartan potassium (as trihydrate).,"[(49, 85, 'DRUG'), (18, 26, 'ADE')]",cebuano
Kasagara sa pasyente mogawas og nahubas ang baba pagkahuman sa Fluocinolone Acetonide + Polymyxin B Sulfate + Neomycin (as Sulfate).,"[(63, 131, 'DRUG'), (32, 48, 'ADE')]",cebuano
"Pagkahuman sa tambal nga Hydroxyethyl Starch 130/0.4 + Sodium Chloride, permi kong nahubas ang baba.","[(25, 70, 'DRUG'), (83, 99, 'ADE')]",cebuano
Ang nabalaka usa sa epekto sa Trifluridine + Tipiracil (as Hydrochloride).,"[(30, 73, 'DRUG'), (4, 12, 'ADE')]",cebuano
"Pagkahuman sa tambal nga Sodium Bicarbonate + Sodium Citrate + Citric Acid + 
Tartaric Acid, permi kong nahilo.","[(25, 92, 'DRUG'), (105, 111, 'ADE')]",cebuano
Si mama nabati og nahubas ang baba pagkahuman mo-inom og Amlodipine(As Besilate).,"[(57, 80, 'DRUG'), (18, 34, 'ADE')]",cebuano
Ang nabalaka akong gibati human ko gi-injectionan og Mometasone Furoate (as monohydrate).,"[(53, 88, 'DRUG'), (4, 12, 'ADE')]",cebuano
Nabati nako ang nagsuka pagkahuman nako inom sa 0.5% Bupivacaine (as hydrochloride) in 8% Dextrose.,"[(48, 98, 'DRUG'), (16, 23, 'ADE')]",cebuano
Si mama nabati og nabalaka pagkahuman mo-inom og Midazolam Hydrochloride.,"[(49, 72, 'DRUG'), (18, 26, 'ADE')]",cebuano
Si mama nabati og kulang sa ginhawa pagkahuman mo-inom og Atorvastatin (as Calcium).,"[(58, 83, 'DRUG'), (18, 35, 'ADE')]",cebuano
Ang nag-ubo og hilanat akong gibati human ko gi-injectionan og Diphenhydramine (As Hydrochloride).,"[(63, 97, 'DRUG'), (4, 22, 'ADE')]",cebuano
"Tungod sa Tobradex + Dexamethasone, gibati nako ang kulang sa ginhawa.","[(10, 34, 'DRUG'), (52, 69, 'ADE')]",cebuano
Si mama nabati og malipong ang panan-aw pagkahuman mo-inom og Osimertinib (As Mesylate).,"[(62, 87, 'DRUG'), (18, 39, 'ADE')]",cebuano
Ang lisod mo-dumi usa sa epekto sa Carbenoxolone Sodium.,"[(35, 55, 'DRUG'), (4, 17, 'ADE')]",cebuano
Na-experiensyahan nako ang naglugas pagkahuman sa Cetrizil.,"[(50, 58, 'DRUG'), (27, 35, 'ADE')]",cebuano
Nabati nako ang nabalaka pagkahuman nako inom sa Methylprednisolone sodium succinate.,"[(49, 84, 'DRUG'), (16, 24, 'ADE')]",cebuano
Nabati nako ang nagka-pantal pagkahuman nako inom sa Valproic Acid.,"[(53, 66, 'DRUG'), (16, 28, 'ADE')]",cebuano
"Tungod sa Tramadol (as hydrochloride) + Dexketoprofen (as 
trometamol), gibati nako ang gigakapoy.","[(10, 70, 'DRUG'), (88, 97, 'ADE')]",cebuano
Ang nagkurog akong gibati human ko gi-injectionan og Lactated Ringer'S Solution (Ringer'S Lactate).,"[(53, 98, 'DRUG'), (4, 12, 'ADE')]",cebuano
Ang gigakapoy usa sa epekto sa Zinc Gluconate.,"[(31, 45, 'DRUG'), (4, 13, 'ADE')]",cebuano
Si mama nabati og kulang sa ginhawa pagkahuman mo-inom og Tobramycin.,"[(58, 68, 'DRUG'), (18, 35, 'ADE')]",cebuano
Na-experiensyahan nako ang gipang-lamig pagkahuman sa Recombinant Human Thrombopoietin.,"[(54, 86, 'DRUG'), (27, 39, 'ADE')]",cebuano
Adu ti agsao nga agkaroak no ag-inom ti Bacitracin + Polymyxin B Sulfate + Neomycin.,"[(40, 83, 'DRUG'), (17, 25, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Rilpivirine (as Hydrochloride) ket agsakit dagiti ul-ulok.,"[(26, 56, 'DRUG'), (61, 83, 'ADE')]",ilocano
"Gapu ti Ethyl Alcohol, nakaramdamak ti agkaroak.","[(8, 21, 'DRUG'), (39, 47, 'ADE')]",ilocano
Nakaramdamak ti agsakit ti ulok kalpasan ti panag-inom ko ti Sodium chloride.,"[(61, 76, 'DRUG'), (16, 31, 'ADE')]",ilocano
"Adu ti agsao nga agbutengak no ag-inom ti Multivitamins + Minerals + Lysine Hydrochloride + 
Buclizine Hydrochloride.","[(42, 117, 'DRUG'), (17, 27, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Levofloxacin hemihydrate, kanayonak a agpaspas ti puso.","[(26, 50, 'DRUG'), (64, 80, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Bupivacaine Hydrochloride (as monohydrate) + Dextrose, kanayonak a kayat ko ti angin.","[(26, 79, 'DRUG'), (93, 110, 'ADE')]",ilocano
Ti saanak makaturturog ket maysa a epekto ti Ascorbic Acid + Colecalciferol + Zinc.,"[(45, 82, 'DRUG'), (3, 22, 'ADE')]",ilocano
In-experience ko ti agkaroak kalpasan ti Sitagliptin (as Phosphate) + Metformin Hydrochloride.,"[(41, 93, 'DRUG'), (20, 28, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agsakit dagiti ul-ulok idi nag-inom ti Glutamic Acid + Dicalcium Phosphate + Thiamine Hydrocloride (Vitamin B1) + Cyanocobalamin (Vitamin B12).,"[(67, 170, 'DRUG'), (28, 50, 'ADE')]",ilocano
"Adu ti agsao nga nasusukaak no ag-inom ti Meningococcal Group A, C, W-135 And Y Conjugate.","[(42, 89, 'DRUG'), (17, 27, 'ADE')]",ilocano
Ti nasusukaak ket maysa a epekto ti Isoniazid (Jar).,"[(36, 51, 'DRUG'), (3, 13, 'ADE')]",ilocano
In-experience ko ti agkurang ti init ko kalpasan ti Verapamil Hydrochloride.,"[(52, 75, 'DRUG'), (20, 39, 'ADE')]",ilocano
Adu ti agsao nga nangato ti bukol no ag-inom ti Carboprost (as tromethamine).,"[(48, 76, 'DRUG'), (17, 33, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Guaifenesin + Phenylpropanolamine HC1 Chlorphenamine Maleate ket agsakit dagiti ul-ulok.,"[(26, 86, 'DRUG'), (91, 113, 'ADE')]",ilocano
"Gapu ti Efavirenz + Lamivudine + Tenofovir disoproxil 
fumarate, nakaramdamak ti agsukak.","[(8, 64, 'DRUG'), (82, 89, 'ADE')]",ilocano
"Ti saanak makaturturog ket maysa a epekto ti Human Papillomavirus Vaccine [Types 16, 18] 
(Recombinant, Adjuvanted, Adsorbed).","[(45, 126, 'DRUG'), (3, 22, 'ADE')]",ilocano
"Idi ko inusar ti Cetirizine Dihydrochloride 5 Mg/5 Ml Syrup, nagsang-atak ti agsakit dagiti ul-ulok.","[(17, 59, 'DRUG'), (77, 99, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Sitagliptin (as Phosphate monohydrate), kanayonak a agkaroak.","[(26, 64, 'DRUG'), (78, 86, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agdirdirisak idi nag-inom ti Budesonide + Formoterol Fumarate Dihydrate.,"[(57, 99, 'DRUG'), (28, 40, 'ADE')]",ilocano
Nariknak ti naliday ti ulok idi pinainomak ti Temsirolimus.,"[(46, 58, 'DRUG'), (12, 27, 'ADE')]",ilocano
"Gapu ti Moxifloxacin Hydrochloride, nakaramdamak ti agkurang ti init ko.","[(8, 34, 'DRUG'), (52, 71, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agsukak idi nag-inom ti Dutasteride + Tamsulosin hydrochloride.,"[(52, 90, 'DRUG'), (28, 35, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Neomycin sulfate + Polymyxin B sulfate + Fluocinolone acetonide, kanayonak a adda pantal ko.","[(26, 89, 'DRUG'), (103, 117, 'ADE')]",ilocano
Nariknak ti kayat ko ti angin idi pinainomak ti Betahistine (as hydrochloride).,"[(48, 78, 'DRUG'), (12, 29, 'ADE')]",ilocano
Nariknak ti agkarkarigatak idi pinainomak ti Iracet.,"[(45, 51, 'DRUG'), (12, 26, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Silymarin+Multivitamins+Lecithin, kanayonak a agdirdirisak.","[(26, 58, 'DRUG'), (72, 84, 'ADE')]",ilocano
Nakaramdamak ti agsakit dagiti ul-ulok kalpasan ti panag-inom ko ti Fingolimod (As Hydrochloride).,"[(68, 97, 'DRUG'), (16, 38, 'ADE')]",ilocano
Adu ti agsao nga agkarkarigatak no ag-inom ti Telmisartan + Hydrochlorthiazide.,"[(46, 78, 'DRUG'), (17, 31, 'ADE')]",ilocano
In-experience ko ti agpaspas ti puso kalpasan ti dl-alpha Tocopheryl Acetate (Vitamin E)..,"[(49, 89, 'DRUG'), (20, 36, 'ADE')]",ilocano
"Idi ko inusar ti CHOLECALCIFEROL, nagsang-atak ti nasusukaak.","[(17, 32, 'DRUG'), (50, 60, 'ADE')]",ilocano
Ti agsukak ket maysa a epekto ti Metformin Hydrchloride.,"[(33, 55, 'DRUG'), (3, 10, 'ADE')]",ilocano
Nariknak ti saanak makapanag-diges idi pinainomak ti Atorvastatin (as calcium trihydrate) + Amlodipine (as besilate).,"[(53, 116, 'DRUG'), (12, 34, 'ADE')]",ilocano
In-experience ko ti agkarkarigatak kalpasan ti Mometasone Furoate (as Monohydrate).,"[(47, 82, 'DRUG'), (20, 34, 'ADE')]",ilocano
Ti agkaroak ket maysa a epekto ti Menthol Camphor.,"[(34, 49, 'DRUG'), (3, 11, 'ADE')]",ilocano
Nariknak ti naliday ti ulok idi pinainomak ti Salmeterol (as xinofoate) + Fluticasone propionate.,"[(46, 96, 'DRUG'), (12, 27, 'ADE')]",ilocano
Ti agkarkarigatak ket maysa a epekto ti Ipratropium Bromide.,"[(40, 59, 'DRUG'), (3, 17, 'ADE')]",ilocano
Ti nasusukaak ket maysa a epekto ti Manganese.,"[(36, 45, 'DRUG'), (3, 13, 'ADE')]",ilocano
Ti nalawag ti kita ket maysa a epekto ti Calcium Lactate.,"[(41, 56, 'DRUG'), (3, 18, 'ADE')]",ilocano
"In-experience ko ti adda pantal ko kalpasan ti Tobramycin (as sulfate) + Dexamethasone 
(as sodium phosphate).","[(47, 110, 'DRUG'), (20, 34, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Dextromethorphan Hydrobromide + Phenylephrine Hydrochloride + Paracetamol, kanayonak a agdirdirisak.","[(26, 99, 'DRUG'), (113, 125, 'ADE')]",ilocano
Nakaramdamak ti saanak makapanag-diges kalpasan ti panag-inom ko ti Dlbs2411 Cinnamomum Burmannii (Nees &amp; T. Nees) Blume (Indonesian Cinnamon Bark).,"[(68, 151, 'DRUG'), (16, 38, 'ADE')]",ilocano
In-experience ko ti agkarkarigatak kalpasan ti Polyethylene Glycol 4000 (PEG).,"[(47, 77, 'DRUG'), (20, 34, 'ADE')]",ilocano
"Gapu ti Dipyridamole, nakaramdamak ti agkurang ti init ko.","[(8, 20, 'DRUG'), (38, 57, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Thiamine hydrochloride (Vitamin B1) + Pyridoxine hydrochloride (Vitamin B6) + Cyanocobalamin (Vitamin B12), kanayonak a agsakit ti ulok.","[(26, 132, 'DRUG'), (146, 161, 'ADE')]",ilocano
Nakaramdamak ti agpaspas ti puso kalpasan ti panag-inom ko ti Mecobalamin.,"[(62, 73, 'DRUG'), (16, 32, 'ADE')]",ilocano
Ti saanak makapanag-diges ket maysa a epekto ti Telmisartan + Amlodipine (as besilate).,"[(48, 86, 'DRUG'), (3, 25, 'ADE')]",ilocano
"Idi ko inusar ti Butamirate (as Citrate), nagsang-atak ti saanak makapanag-diges.","[(17, 40, 'DRUG'), (58, 80, 'ADE')]",ilocano
Nakaramdamak ti agsakit dagiti ul-ulok kalpasan ti panag-inom ko ti Multivitamin.,"[(68, 80, 'DRUG'), (16, 38, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti saanak makapanag-diges idi nag-inom ti TGP Zinc Gluconate.,"[(67, 85, 'DRUG'), (28, 50, 'ADE')]",ilocano
"Idi ko inusar ti Thiamine Mononitrate (Vitamin B1) + Pyridoxine 
Hydrochloride (Vitamin B6) + Cyanocobalamin 
(Vitamin B12, nagsang-atak ti adda pantal ko.","[(17, 124, 'DRUG'), (142, 156, 'ADE')]",ilocano
"Idi ko inusar ti Diclofenac (As Diethylamine) 1G/100G (1%) Emulgel, nagsang-atak ti adda pantal ko.","[(17, 66, 'DRUG'), (84, 98, 'ADE')]",ilocano
Nariknak ti nalawag ti kita idi pinainomak ti Hydroquinone.,"[(46, 58, 'DRUG'), (12, 27, 'ADE')]",ilocano
"Idi ko inusar ti Clindamycin (As Hydrocholride), nagsang-atak ti agkurang ti init ko.","[(17, 47, 'DRUG'), (65, 84, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Vitamin B Complex + Inositol + Choline Bitartrate, kanayonak a agkurang ti init ko.","[(26, 75, 'DRUG'), (89, 108, 'ADE')]",ilocano
"Idi ko inusar ti Glibenclamide, nagsang-atak ti nalidlidayak.","[(17, 30, 'DRUG'), (48, 60, 'ADE')]",ilocano
"Idi ko inusar ti Betahistine Dihydochloride, nagsang-atak ti agdirdirisak.","[(17, 43, 'DRUG'), (61, 73, 'ADE')]",ilocano
"Ti kadawyan nga epekto ti Beclometasone dipropionate + Formoterol fumarate 
dihydrate + Glycopyrronium bromide ket agkaroak.","[(26, 111, 'DRUG'), (116, 124, 'ADE')]",ilocano
In-experience ko ti agsakit dagiti ul-ulok kalpasan ti HEPATITIS B VACCINE (RECOMBINANT DNA ).,"[(55, 93, 'DRUG'), (20, 42, 'ADE')]",ilocano
Nakaramdamak ti agkarkarigatak kalpasan ti panag-inom ko ti CARBOPLATIN.,"[(60, 71, 'DRUG'), (16, 30, 'ADE')]",ilocano
"Idi ko inusar ti TEMOZOLOMIDE, nagsang-atak ti saanak makapanag-diges.","[(17, 29, 'DRUG'), (47, 69, 'ADE')]",ilocano
Nariknak ti nangato ti bukol idi pinainomak ti Clindamycin (as phosphate).,"[(47, 73, 'DRUG'), (12, 28, 'ADE')]",ilocano
In-experience ko ti agkarkarigatak kalpasan ti Olmesartan medoxomil.,"[(47, 67, 'DRUG'), (20, 34, 'ADE')]",ilocano
"Idi ko inusar ti Sultamicillin (as Tosilate dihydrate), nagsang-atak ti nalidlidayak.","[(17, 54, 'DRUG'), (72, 84, 'ADE')]",ilocano
Adu ti agsao nga agkaroak no ag-inom ti Methyl Salicylate + Camphor + Menthol + Eucalyptol.,"[(40, 90, 'DRUG'), (17, 25, 'ADE')]",ilocano
Nakaramdamak ti adda pantal ko kalpasan ti panag-inom ko ti Warfarin Sodium.,"[(60, 75, 'DRUG'), (16, 30, 'ADE')]",ilocano
Ti agkaroak ket maysa a epekto ti Hymet.,"[(34, 39, 'DRUG'), (3, 11, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Cefepime as (Hydrochloride), kanayonak a adda pantal ko.","[(26, 53, 'DRUG'), (67, 81, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Brimonidine tartrate + Timolol (as maleate), kanayonak a nangato ti bukol.","[(26, 69, 'DRUG'), (83, 99, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Pemetrexed (As disodium) ket kayat ko ti angin.,"[(26, 50, 'DRUG'), (55, 72, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agkaroak idi nag-inom ti Cilnidipine.,"[(53, 64, 'DRUG'), (28, 36, 'ADE')]",ilocano
"Ni nanang ket nakaramdam ti agkaroak idi nag-inom ti Paracetamol + Phenylephrine hydrochloride + 
Chlorphenamine maleate + Zinc.","[(53, 127, 'DRUG'), (28, 36, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agkaroak idi nag-inom ti Dactinomycin.,"[(53, 65, 'DRUG'), (28, 36, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti agdirdirisak idi nag-inom ti Co- Amoxiclav.,"[(57, 70, 'DRUG'), (28, 40, 'ADE')]",ilocano
"Idi ko inusar ti Nonacog alfa, nagsang-atak ti agkarkarigatak.","[(17, 29, 'DRUG'), (47, 61, 'ADE')]",ilocano
Ti kadawyan nga epekto ti Atropine sulfate ket agsakit dagiti ul-ulok.,"[(26, 42, 'DRUG'), (47, 69, 'ADE')]",ilocano
Adu ti agsao nga agkurang ti init ko no ag-inom ti Aceclofenac.,"[(51, 62, 'DRUG'), (17, 36, 'ADE')]",ilocano
"Adu ti agsao nga agbutengak no ag-inom ti Multivitamins + Minerals + Amino Acids + Vitis 
vinifera L. (Grape) Seed.","[(42, 115, 'DRUG'), (17, 27, 'ADE')]",ilocano
Nakaramdamak ti nalawag ti kita kalpasan ti panag-inom ko ti Piperacillin (as sodium) + Tazobactam(as sodium).,"[(61, 109, 'DRUG'), (16, 31, 'ADE')]",ilocano
Ti naliday ti ulok ket maysa a epekto ti Quassinoids.,"[(41, 52, 'DRUG'), (3, 18, 'ADE')]",ilocano
"Ti nasusukaak ket maysa a epekto ti Phenylephrine Hydrochloride + Chlorphenamine Maleate 
+ Paracetamol.","[(36, 104, 'DRUG'), (3, 13, 'ADE')]",ilocano
"Gapu ti Cefpodoxime (as Proxetil), nakaramdamak ti naliday ti ulok.","[(8, 33, 'DRUG'), (51, 66, 'ADE')]",ilocano
"Ni nanang ket nakaramdam ti nangato ti bukol idi nag-inom ti Montelukast (as sodium) + Levocetirizine 
hydrochloride.","[(61, 117, 'DRUG'), (28, 44, 'ADE')]",ilocano
Ti adda pantal ko ket maysa a epekto ti Hedera helix L. (Ivy) Leaf.,"[(40, 66, 'DRUG'), (3, 17, 'ADE')]",ilocano
In-experience ko ti agkarkarigatak kalpasan ti Pemetrexed (as disodium heptahydrate).,"[(47, 84, 'DRUG'), (20, 34, 'ADE')]",ilocano
Adu ti agsao nga naliday ti ulok no ag-inom ti Betaxolol Hydrochloride.,"[(47, 70, 'DRUG'), (17, 32, 'ADE')]",ilocano
Nakaramdamak ti nataltalged ti ngiwat kalpasan ti panag-inom ko ti Amoxicillin(As Trihydrate).,"[(67, 93, 'DRUG'), (16, 37, 'ADE')]",ilocano
Nariknak ti agbutengak idi pinainomak ti Cefaclor (as Monohydrate).,"[(41, 66, 'DRUG'), (12, 22, 'ADE')]",ilocano
Ni nanang ket nakaramdam ti nangato ti bukol idi nag-inom ti BUCLIZINE Hydrochloride + VITAMIN B COMPLEX + IRON.,"[(61, 111, 'DRUG'), (28, 44, 'ADE')]",ilocano
Adu ti agsao nga adda pantal ko no ag-inom ti Ceftriaxone (as sodium) + Sulbactam (as sodium.,"[(46, 92, 'DRUG'), (17, 31, 'ADE')]",ilocano
Nakaramdamak ti agdirdirisak kalpasan ti panag-inom ko ti Pantoprazole (as Sodium).,"[(58, 82, 'DRUG'), (16, 28, 'ADE')]",ilocano
Ti kayat ko ti angin ket maysa a epekto ti Hydroquinone + Tretinoin.,"[(43, 67, 'DRUG'), (3, 20, 'ADE')]",ilocano
"Kalpasan ti panag-inom ti Vancomycin (as hydrohloride), kanayonak a agsakit ti ulok.","[(26, 54, 'DRUG'), (68, 83, 'ADE')]",ilocano
Adu ti agsao nga nasusukaak no ag-inom ti Vincristine sulfate.,"[(42, 61, 'DRUG'), (17, 27, 'ADE')]",ilocano
"Idi ko inusar ti Drospirenone, nagsang-atak ti agpaspas ti puso.","[(17, 29, 'DRUG'), (47, 63, 'ADE')]",ilocano
Nariknak ti adda pantal ko idi pinainomak ti Pramipexole dihydrochloride monohydrate.,"[(45, 84, 'DRUG'), (12, 26, 'ADE')]",ilocano
In-experience ko ti agsakit dagiti ul-ulok kalpasan ti Clindamycin (as Phosphate).,"[(55, 81, 'DRUG'), (20, 42, 'ADE')]",ilocano
Nakaramdamak ti agpaspas ti puso kalpasan ti panag-inom ko ti Atorvastatin (As Calcium) + Fenofibrate.,"[(62, 101, 'DRUG'), (16, 32, 'ADE')]",ilocano
Ti nataltalged ti ngiwat ket maysa a epekto ti Isordil.,"[(47, 54, 'DRUG'), (3, 24, 'ADE')]",ilocano
In-experience ko ti agkaroak kalpasan ti Antithymocyte Immunoglobulin (ATG) (Equine).,"[(41, 84, 'DRUG'), (20, 28, 'ADE')]",ilocano
"Ni nanang ket nakaramdam ti agdirdirisak idi nag-inom ti Methyl Salicylate + Camphor + Menthol + Eucalyptus Oil 
+ Gingerols + Capsaicin.","[(57, 137, 'DRUG'), (28, 40, 'ADE')]",ilocano
"Gapu ti Ponatinib (as Hydrocloride), nakaramdamak ti agkarkarigatak.","[(8, 35, 'DRUG'), (53, 67, 'ADE')]",ilocano
"Nariknak ti agsakit ti ulok idi pinainomak ti Methyl Salicylate + Zingiber officinale (Ginger) 
Root + Menthol + Camphor + Eucalyptus.","[(46, 134, 'DRUG'), (12, 27, 'ADE')]",ilocano
